tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0814314	movie	Seven Pounds	Seven Pounds	0	2008	\N	123	Drama,Mystery,Thriller
tt0815236	movie	She's Out of My League	She's Out of My League	0	2010	\N	104	Comedy,Romance
tt0816442	movie	The Book Thief	The Book Thief	0	2013	\N	131	Drama,War
tt0816462	movie	Conan the Barbarian	Conan the Barbarian	0	2011	\N	113	Action,Adventure,Fantasy
tt0816692	movie	Interstellar	Interstellar	0	2014	\N	169	Adventure,Drama,Sci-Fi
tt0816711	movie	World War Z	World War Z	0	2013	\N	116	Action,Adventure,Horror
tt0817230	movie	Valentine's Day	Valentine's Day	0	2010	\N	125	Comedy,Romance
tt0822832	movie	Marley & Me	Marley & Me	0	2008	\N	115	Drama,Family
tt0822847	movie	Priest	Priest	0	2011	\N	87	Action,Fantasy,Horror
tt0822854	movie	Shooter	Shooter	0	2007	\N	124	Action,Drama,Thriller
tt0824747	movie	Changeling	Changeling	0	2008	\N	141	Biography,Crime,Drama
tt0825232	movie	The Bucket List	The Bucket List	0	2007	\N	97	Adventure,Comedy,Drama
tt0829150	movie	Dracula Untold	Dracula Untold	0	2014	\N	92	Action,Drama,Fantasy
tt0829482	movie	Superbad	Superbad	0	2007	\N	113	Comedy
tt0830515	movie	Quantum of Solace	Quantum of Solace	0	2008	\N	106	Action,Adventure,Mystery
tt0831387	movie	Godzilla	Godzilla	0	2014	\N	123	Action,Adventure,Sci-Fi
tt0832266	movie	Definitely, Maybe	Definitely, Maybe	0	2008	\N	112	Comedy,Drama,Romance
tt0834001	movie	Underworld: Rise of the Lycans	Underworld: Rise of the Lycans	0	2009	\N	92	Action,Fantasy,Thriller
tt0837562	movie	Hotel Transylvania	Hotel Transylvania	0	2012	\N	91	Adventure,Animation,Comedy
tt0838221	movie	The Darjeeling Limited	The Darjeeling Limited	0	2007	\N	91	Adventure,Comedy,Drama
tt0838283	movie	Step Brothers	Step Brothers	0	2008	\N	98	Comedy
tt0840361	movie	The Town	The Town	0	2010	\N	125	Crime,Drama,Thriller
tt0842926	movie	The Kids Are All Right	The Kids Are All Right	0	2010	\N	106	Comedy,Drama,Romance
tt0844441	tvSeries	True Blood	True Blood	0	2008	2014	55	Drama,Fantasy,Mystery
tt0844471	movie	Cloudy with a Chance of Meatballs	Cloudy with a Chance of Meatballs	0	2009	\N	90	Adventure,Animation,Comedy
tt0844708	movie	The Last House on the Left	The Last House on the Left	0	2009	\N	110	Horror,Thriller
tt0848228	movie	The Avengers	The Avengers	0	2012	\N	143	Action,Sci-Fi
tt0848537	movie	Epic	Epic	0	2013	\N	102	Action,Adventure,Animation
tt0859163	movie	The Mummy: Tomb of the Dragon Emperor	The Mummy: Tomb of the Dragon Emperor	0	2008	\N	112	Action,Adventure,Fantasy
tt0861739	movie	Elite Squad	Tropa de Elite	0	2007	\N	115	Action,Crime,Drama
tt0862856	movie	Trick 'r Treat	Trick 'r Treat	0	2007	\N	82	Comedy,Horror
tt0865556	movie	The Forbidden Kingdom	The Forbidden Kingdom	0	2008	\N	104	Action,Adventure,Fantasy
tt0870111	movie	Frost/Nixon	Frost/Nixon	0	2008	\N	122	Biography,Drama,History
tt0870154	movie	Jungle Cruise	Jungle Cruise	0	2021	\N	127	Action,Adventure,Comedy
tt0870984	movie	Antichrist	Antichrist	0	2009	\N	108	Drama,Horror,Thriller
tt0876563	movie	Ponyo	Gake no ue no Ponyo	0	2008	\N	101	Adventure,Animation,Comedy
tt0877057	tvSeries	Death Note	Death Note: Desu nôto	0	2006	2007	24	Animation,Crime,Drama
tt0878804	movie	The Blind Side	The Blind Side	0	2009	\N	129	Biography,Drama,Sport
tt0879870	movie	Eat Pray Love	Eat Pray Love	0	2010	\N	133	Biography,Drama,Romance
tt0884328	movie	The Mist	The Mist	0	2007	\N	126	Horror,Sci-Fi,Thriller
tt0887883	movie	Burn After Reading	Burn After Reading	0	2008	\N	96	Comedy,Crime,Drama
tt0887912	movie	The Hurt Locker	The Hurt Locker	0	2008	\N	131	Drama,Thriller,War
tt0889573	movie	The Switch	The Switch	0	2010	\N	101	Comedy,Drama,Romance
tt0889583	movie	Brüno	Brüno	0	2009	\N	81	Comedy
tt0890870	movie	Saw IV	Saw IV	0	2007	\N	93	Horror,Mystery,Thriller
tt0892318	movie	Letters to Juliet	Letters to Juliet	0	2010	\N	105	Adventure,Comedy,Drama
tt0892769	movie	How to Train Your Dragon	How to Train Your Dragon	0	2010	\N	98	Action,Adventure,Animation
tt0892782	movie	Monsters vs. Aliens	Monsters vs. Aliens	0	2009	\N	94	Action,Adventure,Animation
tt0892791	movie	Shrek Forever After	Shrek Forever After	0	2010	\N	93	Adventure,Animation,Comedy
tt0898266	tvSeries	The Big Bang Theory	The Big Bang Theory	0	2007	2019	22	Comedy,Romance
tt0898367	movie	The Road	The Road	0	2009	\N	111	Drama,Thriller
tt0901476	movie	Bride Wars	Bride Wars	0	2009	\N	89	Comedy,Romance
tt0903624	movie	The Hobbit: An Unexpected Journey	The Hobbit: An Unexpected Journey	0	2012	\N	169	Adventure,Fantasy
tt0903747	tvSeries	Breaking Bad	Breaking Bad	0	2008	2013	45	Crime,Drama,Thriller
tt0904208	tvSeries	Californication	Californication	0	2007	2014	30	Comedy,Drama
tt0905372	movie	The Thing	The Thing	0	2011	\N	103	Horror,Mystery,Sci-Fi
tt0907657	movie	Once	Once	0	2007	\N	86	Drama,Music,Romance
tt0910936	movie	Pineapple Express	Pineapple Express	0	2008	\N	111	Action,Comedy,Crime
tt0910970	movie	WALL·E	WALL·E	0	2008	\N	98	Adventure,Animation,Family
tt0914798	movie	The Boy in the Striped Pajamas	The Boy in the Striped Pajamas	0	2008	\N	94	Drama,War
tt0918927	movie	Doubt	Doubt	0	2008	\N	104	Drama,Mystery
tt0918940	movie	The Legend of Tarzan	The Legend of Tarzan	0	2016	\N	110	Action,Adventure,Drama
tt0926084	movie	Harry Potter and the Deathly Hallows: Part 1	Harry Potter and the Deathly Hallows - Part 1	0	2010	\N	146	Adventure,Family,Fantasy
tt0929632	movie	Precious	Precious	0	2009	\N	110	Drama
tt0934814	tvSeries	Chuck	Chuck	0	2007	2012	43	Action,Comedy,Drama
tt0936501	movie	Taken	Taken	0	2008	\N	90	Action,Crime,Thriller
tt0938283	movie	The Last Airbender	The Last Airbender	0	2010	\N	103	Action,Adventure,Family
tt0942385	movie	Tropic Thunder	Tropic Thunder	0	2008	\N	107	Action,Comedy,War
tt0944835	movie	Salt	Salt	0	2010	\N	100	Action,Thriller
tt0944947	tvSeries	Game of Thrones	Game of Thrones	0	2011	2019	60	Action,Adventure,Drama
tt0945513	movie	Source Code	Source Code	0	2011	\N	93	Action,Drama,Mystery
tt0947798	movie	Black Swan	Black Swan	0	2010	\N	108	Drama,Thriller
tt0947810	movie	Green Zone	Green Zone	0	2010	\N	115	Action,Drama,Thriller
tt0948470	movie	The Amazing Spider-Man	The Amazing Spider-Man	0	2012	\N	136	Action,Adventure,Sci-Fi
tt0949731	movie	The Happening	The Happening	0	2008	\N	91	Adventure,Drama,Sci-Fi
tt0955308	movie	Robin Hood	Robin Hood	0	2010	\N	140	Action,Adventure,Drama
tt0959337	movie	Revolutionary Road	Revolutionary Road	0	2008	\N	119	Drama,Romance
tt0960144	movie	You Don't Mess with the Zohan	You Don't Mess with the Zohan	0	2008	\N	113	Action,Comedy
tt0960731	movie	Bedtime Stories	Bedtime Stories	0	2008	\N	99	Adventure,Comedy,Family
tt0963178	movie	The International	The International	0	2009	\N	118	Action,Crime,Drama
tt0963966	movie	The Sorcerer's Apprentice	The Sorcerer's Apprentice	0	2010	\N	109	Action,Adventure,Family
tt0964517	movie	The Fighter	The Fighter	0	2010	\N	116	Action,Biography,Drama
tt0970179	movie	Hugo	Hugo	0	2011	\N	126	Adventure,Drama,Family
tt0970416	movie	The Day the Earth Stood Still	The Day the Earth Stood Still	0	2008	\N	104	Adventure,Drama,Sci-Fi
tt0970866	movie	Little Fockers	Little Fockers	0	2010	\N	98	Comedy,Romance
tt0974015	movie	Justice League	Justice League	0	2017	\N	120	Action,Adventure,Fantasy
tt0974661	movie	17 Again	17 Again	0	2009	\N	102	Comedy,Drama,Fantasy
tt0976051	movie	The Reader	The Reader	0	2008	\N	124	Drama,Mystery,Romance
tt0978762	movie	Mary and Max	Mary and Max.	0	2009	\N	92	Animation,Comedy,Drama
tt0978764	movie	Sucker Punch	Sucker Punch	0	2011	\N	110	Action,Adventure,Fantasy
tt0979432	tvSeries	Boardwalk Empire	Boardwalk Empire	0	2010	2014	60	Crime,Drama
tt0980970	movie	The Chronicles of Narnia: The Voyage of the Dawn Treader	The Chronicles of Narnia: The Voyage of the Dawn Treader	0	2010	\N	113	Adventure,Family,Fantasy
tt0983193	movie	The Adventures of Tintin	The Adventures of Tintin	0	2011	\N	107	Action,Adventure,Animation
tt0985694	movie	Machete	Machete	0	2010	\N	105	Action,Crime,Thriller
tt0985699	movie	Valkyrie	Valkyrie	0	2008	\N	121	Drama,History,Thriller
tt0986263	movie	Surrogates	Surrogates	0	2009	\N	89	Action,Sci-Fi,Thriller
tt0986264	movie	Like Stars on Earth	Taare Zameen Par	0	2007	\N	162	Drama,Family
tt0988045	movie	Sherlock Holmes	Sherlock Holmes	0	2009	\N	128	Action,Adventure,Mystery
tt0988595	movie	27 Dresses	27 Dresses	0	2008	\N	111	Comedy,Romance
tt0988824	tvSeries	Naruto: Shippuden	Naruto: Shippûden	0	2007	2017	24	Action,Adventure,Animation
tt0989757	movie	Dear John	Dear John	0	2010	\N	108	Drama,Romance,War
tt0990407	movie	The Green Hornet	The Green Hornet	0	2011	\N	119	Action,Comedy,Crime
tt0993840	movie	Army of the Dead	Army of the Dead	0	2021	\N	148	Action,Crime,Drama
tt0993842	movie	Hanna	Hanna	0	2011	\N	111	Action,Adventure,Drama
tt0993846	movie	The Wolf of Wall Street	The Wolf of Wall Street	0	2013	\N	180	Biography,Comedy,Crime
tt1000774	movie	Sex and the City	Sex and the City	0	2008	\N	145	Comedy,Drama,Romance
tt1001508	movie	He's Just Not That Into You	He's Just Not That Into You	0	2009	\N	129	Comedy,Drama,Romance
tt1001526	movie	Megamind	Megamind	0	2010	\N	95	Action,Adventure,Animation
tt10016180	movie	The Little Things	The Little Things	0	2021	\N	128	Crime,Drama,Mystery
tt10028196	movie	Laal Singh Chaddha	Laal Singh Chaddha	0	2022	\N	159	Comedy,Drama,Romance
tt10048342	tvMiniSeries	The Queen's Gambit	The Queen's Gambit	0	2020	2020	57	Drama
tt1007028	movie	Zack and Miri Make a Porno	Zack and Miri Make a Porno	0	2008	\N	101	Comedy,Romance
tt1007029	movie	The Iron Lady	The Iron Lady	0	2011	\N	105	Biography,Drama
tt1010048	movie	Slumdog Millionaire	Slumdog Millionaire	0	2008	\N	120	Crime,Drama,Romance
tt1013743	movie	Knight and Day	Knight and Day	0	2010	\N	109	Action,Adventure,Comedy
tt1013752	movie	Fast & Furious	Fast & Furious	0	2009	\N	107	Action,Crime,Thriller
tt1013753	movie	Milk	Milk	0	2008	\N	128	Biography,Drama,History
tt1014759	movie	Alice in Wonderland	Alice in Wonderland	0	2010	\N	108	Adventure,Family,Fantasy
tt10151854	movie	Shazam! Fury of the Gods	Shazam! Fury of the Gods	0	2023	\N	130	Action,Adventure,Comedy
tt10155688	tvMiniSeries	Mare of Easttown	Mare of Easttown	0	2021	2021	60	Crime,Drama,Mystery
tt10160804	tvMiniSeries	Hawkeye	Hawkeye	0	2021	2021	57	Action,Adventure,Crime
tt1016150	movie	All Quiet on the Western Front	Im Westen nichts Neues	0	2022	\N	148	Action,Drama,War
tt10168312	tvSeries	What If...?	What If...?	0	2021	\N	32	Action,Adventure,Animation
tt1017460	movie	Splice	Splice	0	2009	\N	104	Horror,Sci-Fi
tt10189514	movie	Soorarai Pottru	Soorarai Pottru	0	2020	\N	153	Action,Drama
tt1019452	movie	A Serious Man	A Serious Man	0	2009	\N	106	Comedy,Drama
tt1022603	movie	500 Days of Summer	(500) Days of Summer	0	2009	\N	95	Comedy,Drama,Romance
tt1023111	movie	Never Back Down	Never Back Down	0	2008	\N	113	Action,Drama,Sport
tt1023114	movie	The Way Back	The Way Back	0	2010	\N	133	Adventure,Drama,History
tt10234724	tvMiniSeries	Moon Knight	Moon Knight	0	2022	2022	48	Action,Adventure,Fantasy
tt1024648	movie	Argo	Argo	0	2012	\N	120	Biography,Drama,History
tt1025100	movie	Gemini Man	Gemini Man	0	2019	\N	117	Action,Sci-Fi,Thriller
tt10272386	movie	The Father	The Father	0	2020	\N	97	Drama,Mystery
tt1027718	movie	Wall Street: Money Never Sleeps	Wall Street: Money Never Sleeps	0	2010	\N	133	Drama
tt1028528	movie	Death Proof	Death Proof	0	2007	\N	127	Action,Thriller
tt1028532	movie	Hachi: A Dog's Tale	Hachi: A Dog's Tale	0	2009	\N	93	Biography,Drama,Family
tt10288566	movie	Another Round	Druk	0	2020	\N	117	Drama
tt1029234	movie	Martyrs	Martyrs	0	2008	\N	99	Horror
tt10293406	movie	The Power of the Dog	The Power of the Dog	0	2021	\N	126	Drama,Western
tt10295212	movie	Shershaah	Shershaah	0	2021	\N	135	Action,Biography,Drama
tt10298810	movie	Lightyear	Lightyear	0	2022	\N	105	Action,Adventure,Animation
tt1032755	movie	RocknRolla	RocknRolla	0	2008	\N	114	Action,Crime,Thriller
tt1033575	movie	The Descendants	The Descendants	0	2011	\N	115	Comedy,Drama
tt1033643	movie	What Happens in Vegas	What Happens in Vegas	0	2008	\N	99	Comedy,Romance
tt1034032	movie	Gamer	Gamer	0	2009	\N	95	Action,Sci-Fi,Thriller
tt1034303	movie	Defiance	Defiance	0	2008	\N	137	Action,Drama,History
tt10366206	movie	John Wick: Chapter 4	John Wick: Chapter 4	0	2023	\N	169	Action,Crime,Thriller
tt10366460	movie	CODA	CODA	0	2021	\N	111	Comedy,Drama,Music
tt1037705	movie	The Book of Eli	The Book of Eli	0	2010	\N	118	Action,Adventure,Drama
tt1038686	movie	Legion	Legion	0	2010	\N	100	Action,Fantasy,Horror
tt1038919	movie	The Bounty Hunter	The Bounty Hunter	0	2010	\N	110	Action,Comedy,Romance
tt1038988	movie	REC	[Rec]	0	2007	\N	78	Horror,Mystery,Thriller
tt1041829	movie	The Proposal	The Proposal	0	2009	\N	108	Comedy,Drama,Romance
tt1043813	tvSeries	Titans	Titans	0	2018	2023	45	Action,Adventure,Crime
tt1045658	movie	Silver Linings Playbook	Silver Linings Playbook	0	2012	\N	122	Comedy,Drama,Romance
tt1045778	movie	Year One	Year One	0	2009	\N	97	Comedy
tt1046173	movie	G.I. Joe: The Rise of Cobra	G.I. Joe: The Rise of Cobra	0	2009	\N	118	Action,Adventure,Sci-Fi
tt1049413	movie	Up	Up	0	2009	\N	96	Adventure,Animation,Comedy
tt1051906	movie	The Invisible Man	The Invisible Man	0	2020	\N	124	Drama,Horror,Mystery
tt1053424	movie	Repo Men	Repo Men	0	2010	\N	111	Action,Sci-Fi,Thriller
tt10545296	movie	The Hunger Games: The Ballad of Songbirds & Snakes	The Hunger Games: The Ballad of Songbirds & Snakes	0	2023	\N	157	Action,Adventure,Drama
tt1054606	movie	The Imaginarium of Doctor Parnassus	The Imaginarium of Doctor Parnassus	0	2009	\N	123	Adventure,Comedy,Fantasy
tt1055292	movie	Life as We Know It	Life as We Know It	0	2010	\N	114	Comedy,Drama,Romance
tt1055369	movie	Transformers: Revenge of the Fallen	Transformers: Revenge of the Fallen	0	2009	\N	149	Action,Adventure,Sci-Fi
tt10574558	tvMiniSeries	Midnight Mass	Midnight Mass	0	2021	2021	64	Drama,Fantasy,Horror
tt1057500	movie	Invictus	Invictus	0	2009	\N	134	Biography,Drama,History
tt1058017	movie	The Invention of Lying	The Invention of Lying	0	2009	\N	100	Comedy,Fantasy,Romance
tt1059786	movie	Eagle Eye	Eagle Eye	0	2008	\N	118	Action,Mystery,Thriller
tt1060277	movie	Cloverfield	Cloverfield	0	2008	\N	85	Horror,Sci-Fi,Thriller
tt1063669	movie	The Wave	Die Welle	0	2008	\N	107	Drama,Thriller
tt10638522	movie	Talk to Me	Talk to Me	0	2022	\N	95	Horror,Thriller
tt10640346	movie	Babylon	Babylon	0	2022	\N	189	Comedy,Drama,History
tt10648342	movie	Thor: Love and Thunder	Thor: Love and Thunder	0	2022	\N	118	Action,Adventure,Comedy
tt1065073	movie	Boyhood	Boyhood	0	2014	\N	165	Drama
tt1067106	movie	A Christmas Carol	A Christmas Carol	0	2009	\N	96	Adventure,Animation,Comedy
tt1067583	movie	Water for Elephants	Water for Elephants	0	2011	\N	120	Drama,Romance
tt10676048	movie	The Marvels	The Marvels	0	2023	\N	105	Action,Adventure,Fantasy
tt1068680	movie	Yes Man	Yes Man	0	2008	\N	104	Comedy,Romance
tt10698680	movie	K.G.F: Chapter 2	K.G.F: Chapter 2	0	2022	\N	166	Action,Crime,Drama
tt1070874	movie	The Trial of the Chicago 7	The Trial of the Chicago 7	0	2020	\N	129	Drama,History,Thriller
tt1071875	movie	Ghost Rider: Spirit of Vengeance	Ghost Rider: Spirit of Vengeance	0	2011	\N	96	Action,Fantasy,Thriller
tt10731256	movie	Don't Worry Darling	Don't Worry Darling	0	2022	\N	123	Drama,Mystery,Thriller
tt1073498	movie	Meet the Spartans	Meet the Spartans	0	2008	\N	87	Comedy,Fantasy
tt1074638	movie	Skyfall	Skyfall	0	2012	\N	143	Action,Adventure,Thriller
tt1077258	movie	Planet Terror	Planet Terror	0	2007	\N	105	Action,Comedy,Horror
tt1077368	movie	Dark Shadows	Dark Shadows	0	2012	\N	113	Comedy,Fantasy,Horror
tt1078912	movie	Night at the Museum: Battle of the Smithsonian	Night at the Museum: Battle of the Smithsonian	0	2009	\N	105	Adventure,Comedy,Family
tt1078940	movie	Couples Retreat	Couples Retreat	0	2009	\N	113	Comedy
tt1080016	movie	Ice Age: Dawn of the Dinosaurs	Ice Age: Dawn of the Dinosaurs	0	2009	\N	94	Adventure,Animation,Comedy
tt10811166	movie	The Kashmir Files	The Kashmir Files	0	2022	\N	170	Drama
tt1083452	movie	Eddie the Eagle	Eddie the Eagle	0	2015	\N	106	Adventure,Biography,Comedy
tt10838180	movie	The Matrix Resurrections	The Matrix Resurrections	0	2021	\N	148	Action,Sci-Fi
tt10857160	tvSeries	She-Hulk: Attorney at Law	She-Hulk: Attorney at Law	0	2022	2022	32	Action,Adventure,Comedy
tt10857164	tvMiniSeries	Ms. Marvel	Ms. Marvel	0	2022	2022	45	Action,Adventure,Comedy
tt1086772	movie	Blended	Blended	0	2014	\N	117	Comedy,Romance
tt10872600	movie	Spider-Man: No Way Home	Spider-Man: No Way Home	0	2021	\N	148	Action,Adventure,Fantasy
tt10888594	movie	Radhe	Radhe	0	2021	\N	109	Action,Crime,Thriller
tt1091191	movie	Lone Survivor	Lone Survivor	0	2013	\N	121	Action,Biography,Drama
tt1091722	movie	Adventureland	Adventureland	0	2009	\N	107	Comedy,Drama,Romance
tt10919420	tvSeries	Squid Game	Ojing-eo geim	0	2021	\N	60	Action,Drama,Mystery
tt1092026	movie	Paul	Paul	0	2011	\N	104	Adventure,Comedy,Sci-Fi
tt10954600	movie	Ant-Man and the Wasp: Quantumania	Ant-Man and the Wasp: Quantumania	0	2023	\N	124	Action,Adventure,Comedy
tt10954652	movie	Old	Old	0	2021	\N	108	Drama,Horror,Mystery
tt10954984	movie	Nope	Nope	0	2022	\N	130	Horror,Mystery,Sci-Fi
tt10970552	tvMiniSeries	The Haunting of Bly Manor	The Haunting of Bly Manor	0	2020	2020	55	Drama,Horror,Mystery
tt10986410	tvSeries	Ted Lasso	Ted Lasso	0	2020	2023	30	Comedy,Drama,Sport
tt1099212	movie	Twilight	Twilight	0	2008	\N	122	Drama,Fantasy,Romance
tt1100089	movie	Foxcatcher	Foxcatcher	0	2014	\N	134	Biography,Drama,History
tt1104001	movie	Tron: Legacy	Tron: Legacy	0	2010	\N	125	Action,Adventure,Sci-Fi
tt11083552	movie	Wrath of Man	Wrath of Man	0	2021	\N	119	Action,Crime,Thriller
tt1109624	movie	Paddington	Paddington	0	2014	\N	95	Adventure,Comedy,Family
tt1111422	movie	The Taking of Pelham 123	The Taking of Pelham 123	0	2009	\N	106	Action,Crime,Thriller
tt11126994	tvSeries	Arcane	Arcane: League of Legends	0	2021	\N	40	Action,Adventure,Animation
tt11138512	movie	The Northman	The Northman	0	2022	\N	137	Action,Adventure,Drama
tt1114740	movie	Paul Blart: Mall Cop	Paul Blart: Mall Cop	0	2009	\N	91	Action,Comedy,Crime
tt1119644	tvSeries	Fringe	Fringe	0	2008	2013	46	Drama,Mystery,Sci-Fi
tt1119646	movie	The Hangover	The Hangover	0	2009	\N	100	Comedy
tt11198330	tvSeries	House of the Dragon	House of the Dragon	0	2022	\N	50	Action,Adventure,Drama
tt1120985	movie	Blue Valentine	Blue Valentine	0	2010	\N	112	Drama,Romance
tt11214590	movie	House of Gucci	House of Gucci	0	2021	\N	158	Biography,Crime,Drama
tt1121931	movie	Crank: High Voltage	Crank: High Voltage	0	2009	\N	96	Action,Crime,Thriller
tt11233960	movie	The Unforgivable	The Unforgivable	0	2021	\N	112	Crime,Drama,Mystery
tt1124035	movie	The Ides of March	The Ides of March	0	2011	\N	101	Drama,Thriller
tt1124373	tvSeries	Sons of Anarchy	Sons of Anarchy	0	2008	2014	45	Crime,Drama,Thriller
tt11245972	movie	Scream	Scream	0	2022	\N	114	Horror,Mystery,Thriller
tt1125849	movie	The Wrestler	The Wrestler	0	2008	\N	109	Drama,Sport
tt11271038	movie	Licorice Pizza	Licorice Pizza	0	2021	\N	133	Comedy,Drama,Romance
tt1127180	movie	Drag Me to Hell	Drag Me to Hell	0	2009	\N	99	Horror
tt11280740	tvSeries	Severance	Severance	0	2022	\N	50	Drama,Mystery,Sci-Fi
tt11286314	movie	Don't Look Up	Don't Look Up	0	2021	\N	138	Comedy,Drama,Sci-Fi
tt11291274	movie	The Unbearable Weight of Massive Talent	The Unbearable Weight of Massive Talent	0	2022	\N	107	Action,Comedy,Crime
tt1129442	movie	Transporter 3	Transporter 3	0	2008	\N	104	Action,Adventure,Thriller
tt1130884	movie	Shutter Island	Shutter Island	0	2010	\N	138	Drama,Mystery,Thriller
tt1131729	movie	The Boat That Rocked	Pirate Radio	0	2009	\N	117	Comedy,Drama,Music
tt1131734	movie	Jennifer's Body	Jennifer's Body	0	2009	\N	102	Comedy,Horror
tt1132620	movie	The Girl with the Dragon Tattoo	Män som hatar kvinnor	0	2009	\N	152	Crime,Drama,Mystery
tt1132626	movie	Saw V	Saw V	0	2008	\N	92	Horror,Thriller
tt11337908	tvMiniSeries	Maid	Maid	0	2021	2021	55	Drama
tt1133985	movie	Green Lantern	Green Lantern	0	2011	\N	114	Action,Adventure,Sci-Fi
tt1135503	movie	Julie & Julia	Julie & Julia	0	2009	\N	123	Biography,Drama,Romance
tt1136608	movie	District 9	District 9	0	2009	\N	112	Action,Sci-Fi,Thriller
tt1136617	movie	The Killer	The Killer	0	2023	\N	118	Action,Adventure,Crime
tt1139328	movie	The Ghost Writer	The Ghost Writer	0	2010	\N	128	Crime,Drama,Mystery
tt1139797	movie	Let the Right One In	Låt den rätte komma in	0	2008	\N	114	Drama,Fantasy,Horror
tt1142977	movie	Frankenweenie	Frankenweenie	0	2012	\N	87	Animation,Comedy,Drama
tt1142988	movie	The Ugly Truth	The Ugly Truth	0	2009	\N	96	Comedy,Romance
tt1144884	movie	The Final Destination	The Final Destination	0	2009	\N	82	Horror,Thriller
tt1148204	movie	Orphan	Orphan	0	2009	\N	123	Horror,Mystery,Thriller
tt1152836	movie	Public Enemies	Public Enemies	0	2009	\N	140	Action,Biography,Crime
tt1155056	movie	I Love You, Man	I Love You, Man	0	2009	\N	105	Comedy,Romance
tt1155076	movie	The Karate Kid	The Karate Kid	0	2010	\N	140	Action,Drama,Family
tt1156398	movie	Zombieland	Zombieland	0	2009	\N	88	Action,Comedy,Horror
tt11564570	movie	Glass Onion	Glass Onion	0	2022	\N	139	Comedy,Crime,Drama
tt1160419	movie	Dune	Dune	0	2021	\N	155	Action,Adventure,Drama
tt1161864	movie	The Rite	The Rite	0	2011	\N	114	Drama,Horror,Mystery
tt11691774	tvSeries	Only Murders in the Building	Only Murders in the Building	0	2021	\N	30	Comedy,Crime,Drama
tt1170358	movie	The Hobbit: The Desolation of Smaug	The Hobbit: The Desolation of Smaug	0	2013	\N	161	Adventure,Drama,Fantasy
tt1172049	movie	Demolition	Demolition	0	2015	\N	101	Comedy,Drama
tt1172570	movie	Bronson	Bronson	0	2008	\N	92	Action,Crime,Drama
tt11737520	tvSeries	One Piece	One Piece	0	2023	\N	60	Action,Adventure,Comedy
tt11743610	tvSeries	The Terminal List	The Terminal List	0	2022	\N	55	Action,Drama,Thriller
tt1174732	movie	An Education	An Education	0	2009	\N	100	Drama
tt1179034	movie	From Paris with Love	From Paris with Love	0	2010	\N	92	Action,Crime,Thriller
tt1179056	movie	A Nightmare on Elm Street	A Nightmare on Elm Street	0	2010	\N	95	Crime,Drama,Horror
tt1179904	movie	Paranormal Activity	Paranormal Activity	0	2007	\N	86	Horror,Mystery
tt1179933	movie	10 Cloverfield Lane	10 Cloverfield Lane	0	2016	\N	103	Drama,Horror,Mystery
tt11813216	movie	The Banshees of Inisherin	The Banshees of Inisherin	0	2022	\N	114	Comedy,Drama
tt1182345	movie	Moon	Moon	0	2009	\N	97	Drama,Mystery,Sci-Fi
tt11858890	movie	The Creator	The Creator	0	2023	\N	133	Action,Adventure,Drama
tt11866324	movie	Prey	Prey	0	2022	\N	100	Action,Adventure,Horror
tt1187043	movie	3 Idiots	3 Idiots	0	2009	\N	170	Comedy,Drama
tt1187064	movie	Triangle	Triangle	0	2009	\N	99	Fantasy,Mystery,Sci-Fi
tt1188729	movie	Pandorum	Pandorum	0	2009	\N	108	Action,Horror,Mystery
tt1188996	movie	My Name Is Khan	My Name Is Khan	0	2010	\N	165	Adventure,Drama,Romance
tt1189073	movie	The Skin I Live In	La piel que habito	0	2011	\N	120	Drama,Mystery,Thriller
tt1189340	movie	The Lincoln Lawyer	The Lincoln Lawyer	0	2011	\N	118	Crime,Drama,Mystery
tt1190080	movie	2012	2012	0	2009	\N	158	Action,Adventure,Sci-Fi
tt1190634	tvSeries	The Boys	The Boys	0	2019	\N	60	Action,Comedy,Crime
tt1192628	movie	Rango	Rango	0	2011	\N	107	Action,Adventure,Animation
tt1193138	movie	Up in the Air	Up in the Air	0	2009	\N	109	Comedy,Drama,Romance
tt1194173	movie	The Bourne Legacy	The Bourne Legacy	0	2012	\N	135	Action,Adventure,Thriller
tt1195478	movie	The Five-Year Engagement	The Five-Year Engagement	0	2012	\N	124	Comedy,Drama,Romance
tt11957006	tvEpisode	When You're Lost in the Darkness	When You're Lost in the Darkness	0	2023	\N	81	Action,Adventure,Drama
tt1196946	tvSeries	The Mentalist	The Mentalist	0	2008	2015	43	Crime,Drama,Mystery
tt1197624	movie	Law Abiding Citizen	Law Abiding Citizen	0	2009	\N	109	Action,Crime,Drama
tt1201167	movie	Funny People	Funny People	0	2009	\N	146	Comedy,Drama
tt1201607	movie	Harry Potter and the Deathly Hallows: Part 2	Harry Potter and the Deathly Hallows - Part 2	0	2011	\N	130	Adventure,Family,Fantasy
tt1204975	movie	Last Vegas	Last Vegas	0	2013	\N	105	Comedy
tt1205489	movie	Gran Torino	Gran Torino	0	2008	\N	116	Drama
tt1205537	movie	Jack Ryan: Shadow Recruit	Jack Ryan: Shadow Recruit	0	2014	\N	105	Action,Drama,Thriller
tt1206543	movie	Out of the Furnace	Out of the Furnace	0	2013	\N	116	Action,Crime,Drama
